rank,author,outlier_score,likes,comments,total_engagement,hook_type,topic,angle,structure,first_line,hook_150,full_text,url
77,Gina Mastantuono,0.4,337,23,375,Teacher,Career Growth,Thought Leadership,Hook -> Story -> Reflection -> Question,"""Growth and comfort do not coexist."" This quote from Ginni Rometty has stayed with me throughout every chapter of my career.","""Growth and comfort do not coexist."" This quote from Ginni Rometty has stayed with me throughout every chapter of my career.   Every major turning poi","""Growth and comfort do not coexist."" This quote from Ginni Rometty has stayed with me throughout every chapter of my career. 

Every major turning point has come when I’ve chosen to take a risk. One of the biggest was moving from IAC to Revlon.

At the time, Revlon was a dollar stock, going through a massive revitalization. I had been offered an assistant controller role and wasn’t even going to take the meeting—it was the same role I already had.

But the recruiter insisted I take the meeting and meet with this young CFO, who she said had a fresh perspective.

I went and walked out with an offer to become Revlon's International CFO. I had no international experience. My entire background had been domestic and focused on accounting.

He took a huge risk on me, and I took a risk on the company. It turned out to be one of the best decisions of my career. I learned so much, and it broadened my perspective in ways I never could have imagined.

Today, as President and CFO at ServiceNow, I still choose the uncomfortable path: new skills, new scope, new impact. 

There's no real growth inside your comfort zone. When the opportunity feels bigger than your experience, lean in. Don't turn down a role, title, project, or anything else because it scares you. 

Say yes to the opportunity and don't let fear and self-doubt prevent you from taking that next step. 

What's one risk you've taken that helped you grow the most?

Video source: My interview with Fortune https://lnkd.in/gWhT6psD",https://www.linkedin.com/posts/gina-mastantuono_growth-and-comfort-do-not-coexist-this-activity-7394772862299009024-odaH?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEL3bxwBwKYzZjrt26wx6rOJd1c-I03NZVc
78,Gina Mastantuono,0.4,331,6,341,Fortune Teller,Women in Leadership,Milestone Announcement,Hook -> Insight -> Close,"I was thrilled to join a group of powerhouse women shaping strategy, architecting growth, and bringing fresh perspectives to the front lines of innovation.","I was thrilled to join a group of powerhouse women shaping strategy, architecting growth, and bringing fresh perspectives to the front lines of innova","I was thrilled to join a group of powerhouse women shaping strategy, architecting growth, and bringing fresh perspectives to the front lines of innovation.

From AI as a strategic imperative, to workforce transformation with AI integration, to responsible AI governance, no topic was off-limits. The future is being built right NOW, and women are helping lead the charge.

Being in that room reminded me that our presence in powerful places matters—not just for us, but for every young woman watching and thinking, “I see myself in that room.” When women support women, magic happens. Relationships deepen. Ideas spark. Bold visions take flight.

Thank you Jessica E. Lessin and Lindsay Howard Meech for the fantastic company, inspiring conversation, and lovely setting. You’ve built more than a network—you’ve created a real community, and I’m grateful to be part of it.

Lorraine Twohill Elisa Schreiber Andréa Mallard Lynn Lucas Aparna Chennapragada Rachel Webber Zena Srivatsa Arnold Vivienne Wei Lynn Lucas Aparna Chennapragada",https://www.linkedin.com/posts/gina-mastantuono_i-was-thrilled-to-join-a-group-of-powerhouse-activity-7336044121570058243-gkET?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC_zUH4BqBNtDG2Tido_zWQLNa9WQ1N85kU
79,Gina Mastantuono,0.4,310,13,337,Teacher,AI / Tech,Thought Leadership,Hook -> List -> Insight,"In an AI-enabled world, technology matters—but teams matter more. When I think about building great teams, a few things rise to the top:","In an AI-enabled world, technology matters—but teams matter more. When I think about building great teams, a few things rise to the top:  1) Big pictu","In an AI-enabled world, technology matters—but teams matter more. When I think about building great teams, a few things rise to the top:

1) Big picture thinking

Subject matter expertise is important, but it’s not enough. The strongest teams understand how technology changes the business end-to-end. They can connect the dots across domains and see beyond their own function to the bigger picture. 

For finance leaders in particular, this is critical because the job isn't just about knowing the numbers anymore. Modern finance leaders also have to reach across the enterprise, connect dots, and understand what's happening beyond their own organizations. 

2) Human skills are the differentiator 

When AI is everywhere, human relationships and human interaction will be the competitive differentiator. AI will handle the routine. The human skills of complex reasoning, creativity, and emotional intelligence are where real differentiation will happen.

3) Curiosity beats comfort

We have to empower people who are curious and want to keep learning. It's not just about finding people who are open to change—it's about finding people who can make it happen. Real AI transformation isn't only a top-down initiative. We need people across the organization who are excited to help create the change we're looking for. 

AI may change the tools we use, but it also raises the bar on leadership, collaboration, and decision-making. 

What qualities do you prioritize most when building high-performing teams in the AI era?

Video source: My interview with Fortune https://lnkd.in/gBcXgN5w",https://www.linkedin.com/posts/gina-mastantuono_in-an-ai-enabled-world-technology-mattersbut-activity-7425570791020457984-5vjb?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC-QBDUB6YMSYpP1cAeIUEedbDaoGqOYyWg
80,Gina Mastantuono,0.4,320,11,334,Teacher,AI / Tech,Thought Leadership,Hook -> Insight -> Close,"If there was ever a time to be a Changemaker, it’s now.","If there was ever a time to be a Changemaker, it’s now.     It was an honor to speak with JJ Ramberg at the CNBC Changemaker Summit and join an incred","If there was ever a time to be a Changemaker, it’s now.  
 
It was an honor to speak with JJ Ramberg at the CNBC Changemaker Summit and join an incredible group of visionaries who are not only leading, but redefining what leadership looks like.  
 
As I told this audience, the AI era is one that demands evolved leaders—leaders who listen and collaborate, who bring greater emotional intelligence, and who can balance curiosity and confidence. The speed of change we’re experiencing is unprecedented, but so is the opportunity to reshape jobs and the workplace for the better. Leaders of consequence need to get their teams ready for change and comfortable using AI. More than ever, it’s about progress over perfection.  
 
Thank you to CNBC and Julia Boorstin for creating a space where impact, collaboration, and real conversation take center stage, and to all the Changemakers—past, present, and future! Let’s keep listening deeply, sharing boldly, and leading with intention.  
 
#AIInnovation #Leadership #FutureOfWork #ServiceNow 

Paris Hilton Bianca Diana Anghelina Joanna Strober Bela Bajaria Paige Young Anita Sands Sue Bostrom Amy Lokey Sarah Tilley",https://www.linkedin.com/posts/gina-mastantuono_aiinnovation-leadership-futureofwork-activity-7316220702230028289-gEWO?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACtA4KcBx5CyrQmZwEMZrXpKpd7UGv8ZKBU
81,Gina Mastantuono,0.4,294,20,326,Teacher,AI / Tech,Thought Leadership,Hook -> Insight -> Question,AI transformation is about so much more than simply “using AI.” TRUE AI transformation means re-architecting your business at its core—and finance can be one of the most critical places to start.,AI transformation is about so much more than simply “using AI.” TRUE AI transformation means re-architecting your business at its core—and finance can,"AI transformation is about so much more than simply “using AI.” TRUE AI transformation means re-architecting your business at its core—and finance can be one of the most critical places to start. 

At ServiceNow, we're rebuilding the company to be AI-native. That means every workflow, every process, every decision model is being reimagined. 

I may be biased, but I believe finance is fundamental to this change, given its unique vantage point and ability to serve as the enterprise's nerve center, connecting EVERY department.

We're constantly learning and improving our processes, but to become AI-native, our Finance and Strategy organization is taking a playbook approach. It helps define where we're starting from and gives us a North Star to aim for. 

In this article, I share four steps from our playbook for navigating this transformation—and they can also serve as a guide for any company looking to drive fundamental change. 

How is your organization thinking about becoming AI-native?",https://www.linkedin.com/posts/gina-mastantuono_ai-transformation-is-about-so-much-more-than-activity-7427746232846180352-kVbP?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC-QBDUB6YMSYpP1cAeIUEedbDaoGqOYyWg
82,Gina Mastantuono,0.4,309,3,315,Teacher,AI / Tech,Thought Leadership,Hook -> Insight -> Close,"Success isn’t a solo sport. The strongest ideas, the most transformative innovations, and the biggest wins all happen when we collaborate.","Success isn’t a solo sport. The strongest ideas, the most transformative innovations, and the biggest wins all happen when we collaborate.    At Servi","Success isn’t a solo sport. The strongest ideas, the most transformative innovations, and the biggest wins all happen when we collaborate. 
 
At ServiceNow, we know that the best way to drive meaningful impact—for our customers, our partners, and our employees—is by working together. We’re not just building technology; we’re co-creating solutions that redefine how businesses operate, innovate, and scale. 
 
Whether it’s teaming up with customers to unlock new Now on Now opportunities, partnering with industry leaders to push the boundaries of what’s possible, or fostering an internal culture where diverse perspectives fuel creativity—collaboration is our superpower. 
 
Strong partnerships don’t just make work easier; they make it better. When we bring our best ideas to the table—when we challenge, refine, and improve them together—that’s when true innovation happens. 
 
Let’s keep pushing forward, side by side, because the best ideas are built together. 
 
#Collaboration #BetterTogether #ServiceNow",https://www.linkedin.com/posts/gina-mastantuono_collaboration-bettertogether-servicenow-activity-7300209428333551618-vssS?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAGADtzgBCdDyz_5kPyfMX9Jp8NqvTXc1FrA
83,Gina Mastantuono,0.3,288,3,294,Teacher,Finance / Money,Thought Leadership,Hook -> Insight -> Close,"Navigating M&A in today’s environment is complex, and KPMG’s CFO panel gave us a rare chance to unpack some of the biggest challenges and strategies firsthand. From balancing growth with operational efficiency to embracing the role of AI, the insights discussed were invaluable for any CFO charting their company’s future.","Navigating M&A in today’s environment is complex, and KPMG’s CFO panel gave us a rare chance to unpack some of the biggest challenges and strategies f","Navigating M&A in today’s environment is complex, and KPMG’s CFO panel gave us a rare chance to unpack some of the biggest challenges and strategies firsthand. From balancing growth with operational efficiency to embracing the role of AI, the insights discussed were invaluable for any CFO charting their company’s future.

One takeaway I’d share for those who couldn’t join: the importance of adaptability. Whether it’s the shifting landscape of capital availability or evolving tax implications, staying agile and aligned across leadership is essential. 

A huge thank you to KPMG, Jeff Epstein, and Dan Durn for diving into these timely topics. It was great seeing Kelley Steven-Waiss too! 

#BusinessStrategy #FinanceLeaders",https://www.linkedin.com/posts/gina-mastantuono_businessstrategy-financeleaders-activity-7266878211890790402-CDx6?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC0JzDIBL1NztyGLeDkT5vdSluBYkXmJ-jI
84,Gina Mastantuono,0.3,278,12,290,Teacher,AI / Tech,Thought Leadership,Hook -> List -> Insight,"Uncertainty is a constant in business. As a leader, the question isn’t whether you’ll face it—it’s how you'll respond when there are no clear answers. One of the most defining moments of uncertainty in my career came when I joined ServiceNow.","Uncertainty is a constant in business. As a leader, the question isn’t whether you’ll face it—it’s how you'll respond when there are no clear answers.","Uncertainty is a constant in business. As a leader, the question isn’t whether you’ll face it—it’s how you'll respond when there are no clear answers. One of the most defining moments of uncertainty in my career came when I joined ServiceNow.

I started in January 2020, and it was a brand-new industry for me. About 70 days later, COVID hit. Bill had just begun as CEO a few weeks before me. We were navigating a CFO transition, a CEO transition, and a global pandemic—all at once.

Operationally, our technology allowed us to get our then 10,000+ employees up and running remotely within 24 hours.

We had solid systems in place, but as we know, leadership is also about creating trust, connection, and communication—especially when everything is suddenly remote and uncertain.

Instead of opting out, we chose to lean in. We focused on what was knowable and controllable, letting decisive action build confidence and momentum.

In that moment, it meant: 

- Prioritizing employee safety above everything else
- Letting local regulations guide our decisions
- Communicating clearly, frequently, and transparently—even when we didn’t have all the answers

What I learned is this: uncertainty only shrinks when you engage, decide, and move forward, even without all the answers.

You don’t wait for certainty to lead. You lead through uncertainty.

When have you faced real uncertainty in your career—and what helped you navigate it?",https://www.linkedin.com/posts/gina-mastantuono_uncertainty-is-a-constant-in-business-as-activity-7430626825254600705-YYvE?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC-QBDUB6YMSYpP1cAeIUEedbDaoGqOYyWg
85,Gina Mastantuono,0.3,261,7,270,Teacher,AI / Tech,Thought Leadership,Hook -> Insight -> Close,One of my favorite things about leadership is sharing what I’ve learned along the way—and learning just as much in return.,One of my favorite things about leadership is sharing what I’ve learned along the way—and learning just as much in return.    I had the incredible opp,"One of my favorite things about leadership is sharing what I’ve learned along the way—and learning just as much in return. 
 
I had the incredible opportunity to speak with an MBA class at Stanford University, where I invited students to ask me anything—and they certainly took me up on it! From business and finance to AI in the workplace, work-life balance, and the lessons I’ve learned throughout my career—we had a lively and thought-provoking conversation.   
 
The curiosity, insight, and ambition in that room were truly inspiring. These are the future leaders who will shape industries, redefine leadership, and push the boundaries of innovation. If this session was any indication, the future is in great hands. 
 
A huge thank you to Jeff Epstein, the brilliant students, and Stanford University for the warm welcome and engaging discussion. I left feeling more energized than ever about the future of work!  
 
Mitesh Dhruv Rebecca Lester Alex Wu Henry Lu Sophia Chen Teresa Briggs

#FutureOfWork #Stanford  #Leadership",https://www.linkedin.com/posts/gina-mastantuono_futureofwork-stanford-leadership-activity-7315015363019083778-Gd3X?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACtA4KcBx5CyrQmZwEMZrXpKpd7UGv8ZKBU
86,Gina Mastantuono,0.3,248,10,268,Teacher,Career Growth,Thought Leadership,Hook -> Insight -> Close,"I’ve seen firsthand the impact of mentorship, sponsorship, and allyship in shaping careers—including my own. Every woman deserves a seat at the table, and it’s on all of us to ensure those seats aren’t empty. This isn’t just about women supporting women—it’s about everyone playing a role in building a more inclusive, equitable future. The best teams, the strongest companies, and the most innovative ideas thrive when we harness diverse perspectives.","I’ve seen firsthand the impact of mentorship, sponsorship, and allyship in shaping careers—including my own. Every woman deserves a seat at the table,","I’ve seen firsthand the impact of mentorship, sponsorship, and allyship in shaping careers—including my own. Every woman deserves a seat at the table, and it’s on all of us to ensure those seats aren’t empty. This isn’t just about women supporting women—it’s about everyone playing a role in building a more inclusive, equitable future. The best teams, the strongest companies, and the most innovative ideas thrive when we harness diverse perspectives. 

March 8 marks International Women’s Day, a time to celebrate achievements, reflect on progress, and acknowledge the work still ahead. This year’s theme—Equality Takes All of Us—is a powerful reminder that real progress doesn’t happen in isolation. It happens when we step up, speak out, and bring others with us. 

At ServiceNow, we’re committed to fostering an environment where everyone—regardless of gender—has the opportunity to lead, contribute, and succeed. Let’s continue to champion each other, open doors, and challenge the status quo. Because when we rise together, we create lasting change. 

#InternationalWomensDay #IWD2025",https://www.linkedin.com/posts/gina-mastantuono_internationalwomensday-iwd2025-activity-7302711982141382656-WcEo?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAGADtzgBCdDyz_5kPyfMX9Jp8NqvTXc1FrA
87,Gina Mastantuono,0.3,237,22,259,Teacher,Motherhood / Family,Thought Leadership,Hook -> Story -> Reflection -> Question,"This might sound basic, but writing down my values, priorities, and goals on paper has shaped my personal decision-making more than almost anything else. 📝","This might sound basic, but writing down my values, priorities, and goals on paper has shaped my personal decision-making more than almost anything el","This might sound basic, but writing down my values, priorities, and goals on paper has shaped my personal decision-making more than almost anything else. 📝 

I know how simple that sounds in our high-tech world, where everything lives in apps and documents in the cloud. 

I'm a big believer in putting things on paper because it gives you something tangible to come back to—and when you do, these notes have a way of making decisions a lot clearer.

A few years ago, I wrote a personal vision statement. One of my goals was to spend time with my family and friends and make them a priority. 

Not long after, I found myself genuinely torn. A close friend was launching her clothing brand in LA—a big moment for her. 

It was planned as a mid-week afternoon event, right in the middle of the workday and it would require a two-hour commute each way. I kept telling myself, I don’t think I can do this. I really struggled to commit.

As I often do every few months, I revisited my goals and priorities around that same time. 

As I read them, it hit me immediately: I had already made this decision for myself. I had written down that family and friends were a top priority. This wasn't a complicated decision.

So, I rearranged my schedule, made the trip, sat in LA traffic on the way home, and didn't regret it for a second.

That experience reinforced something I deeply believe in: writing things down gives you clarity before you need it. 

I’m curious whether anyone else has found that writing things down creates more intention and accountability. How has it helped you?",https://www.linkedin.com/posts/gina-mastantuono_this-might-sound-basic-but-writing-down-activity-7429546126497816576-p-rR?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC-QBDUB6YMSYpP1cAeIUEedbDaoGqOYyWg
88,Gina Mastantuono,0.3,218,12,239,Teacher,AI / Tech,Thought Leadership,Hook -> Story -> Reflection -> Question,"The future of business belongs to companies that connect not just data and systems, but people and decisions.","The future of business belongs to companies that connect not just data and systems, but people and decisions.  Too often, teams operate in silos: fina","The future of business belongs to companies that connect not just data and systems, but people and decisions.

Too often, teams operate in silos: finance, HR, sales, operations—each optimizing their own world, but missing the bigger picture. AI gives us a chance to change that.

Recently, my team and I have been reimagining Finance & Strategy as an AI-native organization. Part of that transformation includes documenting our journey into a comprehensive playbook. 

One key step is rethinking our processes and seeing where AI can help us be more effective. Here's an example: 

Lead-to-cash is a critical business process at ServiceNow and many organizations. It is the full customer lifecycle, converting a lead into revenue and cash collection.

This process touches multiple distinct functions—sales, legal, finance, and customer success. Each hand-off creates potential friction and delays for our employees and customers, as well as overlooked insights. 

Now, imagine if AI helped unify that entire journey—automating quotes,  accelerating approvals, and reconciling payments in real time. 

Suddenly, everyone’s working off the same data, with the same context, toward the same goal of accelerating revenue and improved cash flows through faster processing, increased accuracy, and a better customer experience.

That’s what breaking silos looks like in the age of AI. 

It’s about giving people more opportunity to collaborate and see the whole business, not just their corner of it. When used well, AI is both a connector and an accelerator.

Where in your organization are silos slowing down progress, and how could AI help bring those walls down?",https://www.linkedin.com/posts/gina-mastantuono_the-future-of-business-belongs-to-companies-activity-7396224862018605056-dP7Q?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEL3bxwBwKYzZjrt26wx6rOJd1c-I03NZVc
89,Gina Mastantuono,0.3,222,4,235,Teacher,AI / Tech,Thought Leadership,Hook -> List -> Insight,AI transformation isn't a headline for us—it's how we run our business.,"AI transformation isn't a headline for us—it's how we run our business.  At ServiceNow, we use ServiceNow. Our business runs on the same platform we b","AI transformation isn't a headline for us—it's how we run our business.

At ServiceNow, we use ServiceNow. Our business runs on the same platform we build for our customers, and we put it to work every single day. 

What does that look like behind the scenes? We just dropped new ServiceNow on ServiceNow stories showing how we use our platform to work smarter, faster, and with more impact.

One example: reimagining customer support with the ServiceNow AI Platform.

Traditional CRM wasn’t built for how modern businesses operate. With the ServiceNow AI Platform, we unify the front office (sales, service, field) and the back office (IT, ops, fulfillment) to deliver a true end-to-end, 360° customer view.

Take Meredith, one of our customer support engineers. When she starts her day, she sees exactly what needs her attention:

- 3 support issues already resolved by AI agents
- 2 cases in progress and being attended to by AI agents
- 3 cases where she needs to take action

All with a clean panel showing issue summaries, actions taken, and timelines—so she can focus on more impactful work.

Real AI transformation starts from within. If we believe AI should work for people, the proof starts with us.

More stories: https://lnkd.in/gKVHuapv

#PutAIToWorkForPeople",https://www.linkedin.com/posts/gina-mastantuono_putaitoworkforpeople-activity-7396569457646567424-bk9-?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEL3bxwBwKYzZjrt26wx6rOJd1c-I03NZVc
90,Gina Mastantuono,0.3,217,7,224,Teacher,Women in Leadership,Thought Leadership,Hook -> Insight -> Close,The gloves are on this Giving Tuesday.,"The gloves are on this Giving Tuesday.    This year, I'm donating to Susan G. Komen with the hope that one day, everyone will have access to the care ","The gloves are on this Giving Tuesday. 
 
This year, I'm donating to Susan G. Komen with the hope that one day, everyone will have access to the care and information needed to fight and overcome breast cancer. The disease impacts far too many people – other than skin cancers, it is THE most common cancer in women in the US.  

Today, I challenge each of you to support an organization that means something to you, whether it’s giving blood, giving your time to help hungry families, or giving from your pockets... It feels good to do good!  

#GivingTuesday",https://www.linkedin.com/posts/gina-mastantuono_givingtuesday-activity-7269749286165245952-_ctM?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC0JzDIBL1NztyGLeDkT5vdSluBYkXmJ-jI
91,Gina Mastantuono,0.3,200,13,216,Teacher,AI / Tech,Thought Leadership,Hook -> List -> Insight,We’ve all spent the last few years talking about AI's potential. The next chapter will be about results—and finance will be at the center of that transformation.,We’ve all spent the last few years talking about AI's potential. The next chapter will be about results—and finance will be at the center of that tran,"We’ve all spent the last few years talking about AI's potential. The next chapter will be about results—and finance will be at the center of that transformation.

Sheryl Estrada and Fortune recently asked me: How do you think AI will continue to shape finance in 2026?

It's a big question, but here are some of my thoughts:

1) AI will be measured by results, not potential

In 2026, AI will be judged less on promise and more on proof. Enterprises will expect measurable gains in speed, resilience, and decision quality. Pilots and prototypes won't be enough. 

2) AI becomes enterprise infrastructure
 
The shift will be enterprise-wide, with AI embedded into how companies plan and allocate capital, operate, serve customers, and manage risk. That level of impact requires trusted data, clear accountability, and leaders willing to redesign how decisions get made. 

3) Human judgment remains essential—but the bar for success is higher

AI won't replace human experience or judgment, but it will quickly expose where it’s missing and reward organizations that connect human insight to AI-powered execution at scale.

I'm curious to hear how other leaders are thinking about moving from AI opportunities to real, enterprise-scale impact.

Thank you to Sheryl for including my thoughts in this round-up! https://lnkd.in/gQTXruAS",https://www.linkedin.com/posts/gina-mastantuono_weve-all-spent-the-last-few-years-talking-activity-7416544576661794816-sC8u?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAAf0-7wBqkHCf8culHraVtb5CKkyrPhCgfs
92,Gina Mastantuono,0.2,185,8,194,Teacher,Finance / Money,Thought Leadership,Hook -> Insight -> Close,This Breast Cancer Awareness Month hits especially close to home for me.,"This Breast Cancer Awareness Month hits especially close to home for me.   Earlier this year, I lost a dear friend to breast cancer. It’s a loss that ","This Breast Cancer Awareness Month hits especially close to home for me. 

Earlier this year, I lost a dear friend to breast cancer. It’s a loss that continues to weigh heavily on my heart. She was an incredible force of strength and positivity, and I miss her very much. In her honor, I’ve been walking and sponsoring teams for the Susan G. Komen Race for the Cure for years, most recently with “Team ❤ I” in New York. 

As we honor those we’ve lost and support those still fighting, it’s a reminder that we need more—more research, more investment, and more action in women’s health. Breast cancer affects far too many of us. It’s time we prioritize finding better solutions and ensure every woman has access to the care and information she needs.
 
To all the women out there, I encourage you to be proactive. Perform regular self-exams and talk to your doctors about any concerns. Early detection saves lives, and it’s one of the most powerful tools we have in this fight.
 
Let’s continue to raise awareness, support research, and fight for a future where breast cancer is no longer a threat to our loved ones.
 
#BreastCancerAwareness #WomensHealth #InvestInResearch #EarlyDetectionMatters",https://www.linkedin.com/posts/gina-mastantuono_breastcancerawareness-womenshealth-investinresearch-activity-7252326300420317184-b59i?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFwt2UoBTwVKYVSEYFHggZByc_n9_OMGpBE
93,Gina Mastantuono,0.2,184,5,191,Teacher,AI / Tech,Thought Leadership,Hook -> List -> Insight,AI presents an unprecedented opportunity to reinvent how work gets done—but the real challenge isn't learning the tools. It's helping people embrace the pace of change.,AI presents an unprecedented opportunity to reinvent how work gets done—but the real challenge isn't learning the tools. It's helping people embrace t,"AI presents an unprecedented opportunity to reinvent how work gets done—but the real challenge isn't learning the tools. It's helping people embrace the pace of change.

For most teams, the tension isn't fear of failure. It’s about balance—how to manage the pace of work alongside the pace of expected change. How do you make time to learn, iterate, and still keep the lights on? How do you move fast enough?

At ServiceNow, I encourage our teams to experiment and get comfortable not just with AI—but with constant evolution.

Things change quickly. The way you use AI will look different tomorrow, and different again six months from now. That’s normal. The key is to keep experimenting, shifting, and adapting.

The leaders and companies who succeed are the ones who:

- Make space for experimentation, even amid busy schedules. In my org, we set aside meeting-free time every Friday afternoon to prioritize learning and development. 

- Treat time spent learning as an investment in future productivity.

- Recognize that not every experiment will succeed but each misstep is a learning opportunity. The only true failure is missing the chance to learn.

- Anchor teams in trust and authenticity so people feel secure amid disruption. 

It's not easy, but it's worth it. As I recently shared on a panel, at ServiceNow we're proving the ROI of AI internally with $355M in annualized value created through productivity gains, much of which we've reinvested back into the business leading to $100M in projected cost savings this year. 

How are you creating the space for your teams to learn, grow, and move at the speed of change?",https://www.linkedin.com/posts/gina-mastantuono_ai-presents-an-unprecedented-opportunity-activity-7388581178322305025-U9TP?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE2B0LQBaIdhq7aEqP3FkN299X9A2ZAcLmE
94,Gina Mastantuono,0.2,172,2,182,Teacher,Philanthropy / Cause,Thought Leadership,Hook -> Insight -> Close,“The world can be changed with small gestures of kindness and empathy.” – Chef José Andrés,“The world can be changed with small gestures of kindness and empathy.” – Chef José Andrés   It was truly an honor to welcome Chef Andrés for an open ,"“The world can be changed with small gestures of kindness and empathy.” – Chef José Andrés 

It was truly an honor to welcome Chef Andrés for an open conversation during our Month of Service global employee event. The chef wears many hats... He’s a humanitarian, founder of global nonprofit World Central Kitchen, and chef of a two-star Michelin restaurant, to name a few. What's truly inspiring is his desire to change the world through food access during crises. 

Like Chef Andrés, we strive to make the world work better through acts of service and kindness. Today, I’m proud to share ServiceNow’s impact. Since the start of 2024, our employees logged more than 40K volunteer hours and donated more than $1.5 million. While our work is far from over, I’m so proud of our team for giving back in the way they do... here’s a glimpse of that work in action.  

#MonthofService #giving #ServiceNow",https://www.linkedin.com/posts/gina-mastantuono_monthofservice-giving-servicenow-activity-7260307015481098240-YaGw?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFwt2UoBTwVKYVSEYFHggZByc_n9_OMGpBE
95,Gina Mastantuono,0.2,153,4,164,Teacher,AI / Tech,Thought Leadership,Hook -> Insight -> Close,Innovation isn’t just a buzzword—it’s the foundation of everything we do at ServiceNow.,"Innovation isn’t just a buzzword—it’s the foundation of everything we do at ServiceNow.  As we move full speed into 2025, one thing is clear: AI is no","Innovation isn’t just a buzzword—it’s the foundation of everything we do at ServiceNow.

As we move full speed into 2025, one thing is clear: AI is not the future—it’s the now. Every company is racing to harness AI’s potential, and ServiceNow is leading the charge, proving how Agentic AI can drive real business transformation.

Chris Bedi explained that “AI is the most powerful enabling technology to emerge in the past century. It will help people achieve more and will fundamentally change how everything gets done—but only if it’s understood and implemented holistically.”

We see this firsthand with customers who are using ServiceNow to unlock productivity, streamline operations, and create faster, smarter workflows. AI isn’t just about automation—it’s about enabling better decision-making, improving employee experiences, and delivering tangible business outcomes. 

You’ve heard me say before, “we drink our own champagne.”  You see, we test and regularly use our state-of-the-art products —so I can attest to the increase in productivity and higher satisfaction, because I see it and live it every day on my team.  

This is our moment—to help businesses move faster, be more agile, and innovate in ways they never imagined.

Let’s make 2025 the year of AI-powered transformation! 🚀
#ServiceNow #PutAItoWork",https://www.linkedin.com/posts/gina-mastantuono_exponential-outcomes-with-3-levels-of-ai-activity-7293283020994711553-394f?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAGADtzgBCdDyz_5kPyfMX9Jp8NqvTXc1FrA
96,Gina Mastantuono,0.2,141,6,151,Teacher,AI / Tech,Thought Leadership,Hook -> List -> Insight,"Last week, we launched the Yokohama release, and the excitement is still going strong! This release marks a significant milestone as Agentic AI is now available across the ServiceNow Platform. With AI Agents, connected data, and automated workflows, we’re helping businesses work smarter and faster—turning AI potential into real impact.","Last week, we launched the Yokohama release, and the excitement is still going strong! This release marks a significant milestone as Agentic AI is now","Last week, we launched the Yokohama release, and the excitement is still going strong! This release marks a significant milestone as Agentic AI is now available across the ServiceNow Platform. With AI Agents, connected data, and automated workflows, we’re helping businesses work smarter and faster—turning AI potential into real impact.

But we’re just getting started. Want to see Agentic AI in action and learn how to put it to work for you? We’ll be sharing more on Yokohama and AI Agents at Knowledge 2025. Be sure to register to see the very latest on how we can help you unite your data and workflows to supercharge business transformation.  

Join us at Knowledge 2025 and explore where AI gets to work! May 6-8 in Las Vegas  

At ServiceNow’s biggest event of the year, you’ll get hands-on with our latest innovations, hear from industry leaders, and explore how AI can transform your business. Whether you’re just beginning your AI journey or scaling enterprise-wide automation, Knowledge 2025 is where ideas turn into action.

#PutAItoWorkforPeople
https://lnkd.in/gvZzHnSn",https://www.linkedin.com/posts/gina-mastantuono_servicenow-knowledge-2026-register-by-february-activity-7308519655000719361-I_85?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACtA4KcBx5CyrQmZwEMZrXpKpd7UGv8ZKBU
