rank,author,outlier_score,likes,comments,total_engagement,hook_type,topic,angle,structure,first_line,hook_150,full_text,url
89,Leila Hormozi,0.5,619,111,752,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,"If they had your ambition, they wouldn’t have time to judge.","If they had your ambition, they wouldn’t have time to judge.","If they had your ambition, they wouldn’t have time to judge.",https://www.linkedin.com/posts/leilahormozi_if-they-had-your-ambition-they-wouldnt-activity-7406739920083386368-yzAw?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADIHSrYB0VN74S2_WK7zbYcbyeSJzXf_OWM
90,Leila Hormozi,0.5,588,131,735,Teacher,Business Strategy,Thought Leadership,Observation -> Question,Why does weight loss sales spike in January?,Why does weight loss sales spike in January?   It has nothing to do with new year's resolutions.   People don’t change until the pain of remaining the,"Why does weight loss sales spike in January?  
It has nothing to do with new year's resolutions. 

People don’t change until the pain of remaining the same is greater than the cost of change.",https://www.linkedin.com/posts/leilahormozi_why-does-weight-loss-sales-spike-in-january-activity-7414353813140234242-r0Hu?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC_ifSIBLNKN-CYmgkfIGEtul2vGCEXomr8
91,Leila Hormozi,0.5,612,105,728,Teacher,Leadership,Direct Advice,Hook -> Punch Line,I hope you had a great Thanksgiving 🥳🫶,I hope you had a great Thanksgiving 🥳🫶  Keep doing whatever works for you to finish off the year.,"I hope you had a great Thanksgiving 🥳🫶 
Keep doing whatever works for you to finish off the year.",https://www.linkedin.com/posts/leilahormozi_i-hope-you-had-a-great-thanksgiving-activity-7401304085741670400-_BDK?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFjYP_cBgq5oikFRy29mtR2t-BhcVxV6YQw
92,Leila Hormozi,0.5,618,83,723,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,The biggest LIE that high-achievers tell themselves ➡️,The biggest LIE that high-achievers tell themselves ➡️,The biggest LIE that high-achievers tell themselves ➡️,https://www.linkedin.com/posts/leilahormozi_the-biggest-lie-that-high-achievers-tell-activity-7403119789600350208-CNhY?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACTIj54B0UvtOEbCnas4KB9jkB0pASBFpUw
93,Leila Hormozi,0.5,609,84,713,Teacher,Motherhood / Family,Thought Leadership,Hook -> Punch Line,"Being wealthy has nothing to do with your watches, cars, and clothes. These are signals of a truly wealthy person ➡️","Being wealthy has nothing to do with your watches, cars, and clothes. These are signals of a truly wealthy person ➡️","Being wealthy has nothing to do with your watches, cars, and clothes. These are signals of a truly wealthy person ➡️",https://www.linkedin.com/posts/leilahormozi_being-wealthy-has-nothing-to-do-with-your-activity-7428437899580203008-_Wu6?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0h804BS8CSsxKfHuuVAt0SlpsVQjX4_Xs
94,Leila Hormozi,0.4,574,55,650,Teacher,Career Growth,Thought Leadership,Hook -> Punch Line,How to Crush Your Next Job Interview,How to Crush Your Next Job Interview,How to Crush Your Next Job Interview,https://www.linkedin.com/posts/leilahormozi_how-to-crush-your-next-job-interview-activity-7407102297350004736-HoMC?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADIHSrYB0VN74S2_WK7zbYcbyeSJzXf_OWM
95,Leila Hormozi,0.4,544,77,648,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Saying “my team sucks” is how lazy leaders cope with their own lack of leadership.,Saying “my team sucks” is how lazy leaders cope with their own lack of leadership.,Saying “my team sucks” is how lazy leaders cope with their own lack of leadership.,https://www.linkedin.com/posts/leilahormozi_saying-my-team-sucks-is-how-lazy-leaders-activity-7427026086926131200-cHUX?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0h804BS8CSsxKfHuuVAt0SlpsVQjX4_Xs
96,Leila Hormozi,0.4,450,69,533,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Difference between giving feedback vs insulting your coworkers.,Difference between giving feedback vs insulting your coworkers.,Difference between giving feedback vs insulting your coworkers.,https://www.linkedin.com/posts/leilahormozi_difference-between-giving-feedback-vs-insulting-activity-7428800266444984320-QRUe?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAER_BBABGhA9dGZybaazDxY9GE7jgGPFMtc
97,Leila Hormozi,0.3,451,48,501,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,caught her in action 💅,caught her in action 💅,caught her in action 💅,https://www.linkedin.com/posts/leilahormozi_caught-her-in-action-activity-7409276708077355010-SoD3?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADIHSrYB0VN74S2_WK7zbYcbyeSJzXf_OWM
98,Leila Hormozi,0.3,400,74,480,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,How to give TERRIBLE feedback ➡️,How to give TERRIBLE feedback ➡️,How to give TERRIBLE feedback ➡️,https://www.linkedin.com/posts/leilahormozi_how-to-give-terrible-feedback-activity-7413625262627753984-Mtsl?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC_ifSIBLNKN-CYmgkfIGEtul2vGCEXomr8
99,Leila Hormozi,0.3,397,58,464,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,How to NEVER get promoted 😂,How to NEVER get promoted 😂,How to NEVER get promoted 😂,https://www.linkedin.com/posts/leilahormozi_how-to-never-get-promoted-activity-7409639041475874816-SB1g?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADIHSrYB0VN74S2_WK7zbYcbyeSJzXf_OWM
100,Leila Hormozi,0.3,371,44,421,Teacher,Leadership,Thought Leadership,Observation -> Question,Where are my ladies at?,Where are my ladies at?,Where are my ladies at?,https://www.linkedin.com/posts/leilahormozi_when-i-look-back-on-my-career-im-incredibly-activity-7418360389354307584-ln2B?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE
